"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",0,0,0.498766876854128,0.46141713602474,0.403362860550208,0.435695532421723,0.399770337050846,0.337795047251769,0.583189462653748,0.545542865896742,0.500515597063757,0.165734169747583,0.0531347047430029,0.200986950054163,-0.0613817291501022,0.0471472393471496,0.0324809835202037
"2",0,0,0.498766876854128,0.462931095168941,0.404440929927319,0.435695532421723,0.397837545279066,0.337640869021735,0.583189462653748,0.553492694345835,0.504192067651993,0.164064925780641,0.0607038623180318,0.20151949040838,-0.0664403988174184,0.0476222451825776,0.0321662066895707
"3",0,0,0.498766876854128,0.455709939905302,0.403665305626399,0.435695532421723,0.392797851086764,0.337795047251769,0.583189462653748,0.542617795575358,0.501447997996158,0.166134928795778,0.0617241186623893,0.204990279436921,-0.061496339605898,0.0475960976795675,0.0323928234440223
"4",0,0,0.50089809786404,0.459046597489445,0.404440929927319,0.43839265672599,0.395415022770938,0.337640869021735,0.584191317941318,0.547085521790485,0.504192067651993,0.165348979770245,0.0438778434165947,0.20188861889414,-0.0612104851023168,0.033363739158074,0.0324473128057636
"5",0,0,0.476409966107617,0.404714396135163,0.416124607180064,0.46122365143905,0.362316197723131,0.405858410665494,0.492630383234435,0.458350519468312,0.426923649322559,0.0541861002300743,0.0890847496235511,0.0693857009300212,0.00119182667656773,0.00325090099522517,-0.000360162630165573
"6",0,250,0.435842798081189,0.437577986015976,0.436611041918533,0.413309102719777,0.415796664908832,0.413784666079449,0.460975262029772,0.461767466889667,0.46210288590066,0.142265710107843,0.103641242163641,0.128234770008758,-0.0162405845470126,-0.0110182113648143,0.00356206025686924
"7",0,250,0.437699985559546,0.438436948302384,0.436741868218536,0.417349104865671,0.41634694637045,0.415337106036288,0.460137315611628,0.463002331795689,0.460472734622621,0.139302885646422,0.100993266443022,0.127245250672981,-0.0154394964396883,-0.010692465088007,0.00344411863506711
"8",0,250,0.464377958613278,0.474982028933753,0.459709165570279,0.422087281463346,0.431478333513743,0.417479642600513,0.516086842000378,0.528241885346635,0.511443456250758,0.167633165418411,0.102392498369824,0.12103215531917,0.0417275941120941,0.0080090389826318,0.0119369923741533
"9",0,250,0.432965569085007,0.433289359274503,0.434504177505682,0.413309102719777,0.41363216274433,0.413784666079449,0.454585069019861,0.454908129044413,0.457408050219909,0.137370740699241,0.101730803432742,0.127215423809537,-0.0171975223284294,-0.0105575331552216,0.00166543003945286
"10",0,250,0.433182961430631,0.432085549073733,0.432562477371217,0.411197020802203,0.410102744707927,0.410578308067599,0.457652806603096,0.45655853050882,0.457034093868492,0.118900834380638,0.0933022637124351,0.118970679628492,-0.00385904979746206,-0.0197989085706971,0.00182464862188179
"11",0,500,0.454550259495893,0.454550259495893,0.453336838254995,0.416182752831376,0.416182752831376,0.414024426814402,0.500710281590038,0.500710281590038,0.500898068147447,0.123139961653398,0.10382314911143,0.132616673373186,0.0217944655261125,0.0186797770748961,0.0294937777583888
"12",0,500,0.45415768823291,0.45415768823291,0.45415768823291,0.414103062347286,0.414103062347286,0.414103062347286,0.502790738185822,0.502790738185822,0.502790738185822,0.135475867164164,0.105168203917249,0.133742455273073,0.0241511758018629,0.02219247470352,0.0363294783784352
"13",0,500,0.454054236059867,0.454054236059867,0.456416680767806,0.416182752831376,0.416182752831376,0.416134816424792,0.499508095797688,0.499508095797688,0.505332925050963,0.130433246091027,0.101877222204999,0.129070553990048,0.021665354133075,0.0213879664940233,0.0281486502990867
"14",0,500,0.458118886907182,0.458118886907182,0.455764305287999,0.418293142441766,0.418293142441766,0.416134816424792,0.50632627761587,0.50632627761587,0.503736286395501,0.125336154545713,0.0990741674853811,0.131153397966053,0.0205435451356475,0.0180431048128308,0.024881573657318
"15",0,500,0.457567736065587,0.454054236059867,0.456416680767806,0.418293142441766,0.416182752831376,0.416134816424792,0.504981739800744,0.499508095797688,0.505332925050963,0.130083314498338,0.102273958509898,0.130255534695142,0.0214550797870301,0.0202885695323657,0.0278598281260617
"16",0,750,0.45149314159395,0.45149314159395,0.453436339906328,0.425681375229884,0.425681375229884,0.428132355622041,0.480637230635515,0.480637230635515,0.481919303955784,0.148018035491157,0.104173540609958,0.130502064769938,-0.0213787797733172,-0.00817266959491733,-0.000840778565959495
"17",0,750,0.463517727130185,0.46580468142308,0.465996052956693,0.418365345049362,0.420461110891931,0.420636484112954,0.519595440375051,0.522110359386133,0.522320807251361,0.133023884873091,0.0950599073367097,0.267798796431464,0.0092803840199853,0.0112437055785461,-0.0255891615809917
"18",0,750,0.454158199525442,0.454158199525442,0.453842252474914,0.414803933871656,0.414803933871656,0.415764335762909,0.501762616164845,0.501762616164845,0.499598114000343,0.134942254662421,0.150883957004065,0.117048851817621,-0.0300501396131046,-0.0298713495726176,-0.0205787829005943
"19",0,750,0.464345767468811,0.464345767468811,0.464345767468811,0.41913835956918,0.41913835956918,0.41913835956918,0.520484122485169,0.520484122485169,0.520484122485169,0.127821230886625,0.0998738396913317,0.123002016731802,0.0105374183911526,0.0116237262468397,0.0205943212632086
"20",0,750,0.46748298220296,0.46748298220296,0.46748298220296,0.420636484112954,0.420636484112954,0.420636484112954,0.52607187289501,0.52607187289501,0.52607187289501,0.131271827309837,0.0926291030681718,0.118415649692193,0.0042476214254642,0.00752304624443947,0.00646833368947754
"21",0,1000,0.500436236179478,0.500436236179478,0.500436236179478,0.429405231089248,0.429405231089248,0.429405231089248,0.599624420654266,0.599624420654266,0.599624420654266,0.13800276088483,0.0887992340578229,0.121122607941822,0.0321013810648728,0.0426152149960346,0.050716477761272
"22",0,1000,0.506435553064065,0.506435553064065,0.506435553064065,0.432610359294376,0.432610359294376,0.432610359294376,0.610641931781362,0.610641931781362,0.610641931781362,0.138437448925388,0.0907533120200424,0.114295597332903,0.030674775440868,0.0399364343844697,0.0509439583264592
"23",0,1000,0.452098560212936,0.452098560212936,0.452098560212936,0.425423067777836,0.425423067777836,0.425423067777836,0.482343137154912,0.482343137154912,0.482343137154912,0.150448353458611,0.10380627075243,0.12212395350081,-0.016918656788305,-0.0082530692098741,0.0073120073153386
"24",0,1000,0.469087263174424,0.469087263174424,0.469087263174424,0.421302861733682,0.421302861733682,0.421302861733682,0.529097828854862,0.529097828854862,0.529097828854862,0.126775302996983,0.0944399589735062,0.117234645268049,0.00392960538558048,0.011931715238685,0.0170678863906175
"25",0,1000,0.451870100437918,0.451870100437918,0.451870100437918,0.424743484005995,0.424743484005995,0.424743484005995,0.482698035294958,0.482698035294958,0.482698035294958,0.150565680137103,0.100714915763689,0.123621161514742,-0.0164386729469997,-0.00955264106207266,0.00278821977848772
"26",0,1250,0.467499512881778,0.467499512881778,0.467499512881778,0.418588083593468,0.418588083593468,0.418588083593468,0.52935375523207,0.52935375523207,0.52935375523207,0.136562474983006,0.100212012229481,0.122795174885288,0.00696177551533247,0.00750144727819336,0.0219890402570848
"27",0,1250,0.507136357642423,0.507136357642423,0.507136357642423,0.432610359294376,0.432610359294376,0.432610359294376,0.612683674068113,0.612683674068113,0.612683674068113,0.134231169018439,0.0874580927103319,0.116456046986328,0.0261760451730175,0.0317432425780943,0.0395115887387232
"28",0,1250,0.507136357642423,0.507136357642423,0.507136357642423,0.432610359294376,0.432610359294376,0.432610359294376,0.612683674068113,0.612683674068113,0.612683674068113,0.135426052235375,0.0876088123826761,0.116631908308424,0.0266536400735892,0.0322781376704281,0.0393886840854225
"29",0,1250,0.467737135905638,0.467737135905638,0.465062290724884,0.421167646311003,0.421167646311003,0.418716665918847,0.525885525835048,0.525885525835048,0.52294434936446,0.133505343582679,0.0973604050902693,0.119482060069378,0.00740623492850371,0.00951232465092171,0.0250073617536448
"30",0,1250,0.481961812012858,0.481961812012858,0.481961812012858,0.430950720956105,0.430950720956105,0.430950720956105,0.54667050766795,0.54667050766795,0.54667050766795,0.122240280836444,0.0873724238343842,0.113322300654756,-0.00221853565570377,0.00174601177760702,0.00375814960451364
"31",0,1500,0.505814950826891,0.505814950826891,0.50329821324172,0.430950720956105,0.430950720956105,0.428854955113536,0.612158346880382,0.612158346880382,0.609014698116529,0.132892498585023,0.0924162642838092,0.12292652868942,0.0277225031885917,0.0356337680608677,0.0442862977299523
"32",0,1500,0.50329821324172,0.505814950826891,0.50329821324172,0.428854955113536,0.430950720956105,0.428854955113536,0.609014698116529,0.612158346880382,0.609014698116529,0.134149843460369,0.0925740032452567,0.123261886064218,0.0307957175256978,0.036902486800357,0.04341155712841
"33",0,1500,0.50329821324172,0.505814950826891,0.50329821324172,0.428854955113536,0.430950720956105,0.428854955113536,0.609014698116529,0.612158346880382,0.609014698116529,0.137296658940757,0.0919307433727289,0.124285150402124,0.0319182365969202,0.0361697715817762,0.043362348699977
"34",0,1500,0.456757627159166,0.456757627159166,0.456757627159166,0.428337968205765,0.428337968205765,0.428337968205765,0.489216496102915,0.489216496102915,0.489216496102915,0.151517555083049,0.103750383061834,0.128693690567192,-0.0161969500640182,-0.00826014459484343,-0.00205781352499204
"35",0,1500,0.505814950826891,0.505814950826891,0.50329821324172,0.430950720956105,0.430950720956105,0.428854955113536,0.612158346880382,0.612158346880382,0.609014698116529,0.133186651650574,0.0916753396563791,0.123499870557218,0.0280176259884323,0.0360649651565204,0.0436066240041686
"36",0,1750,0.479556021158591,0.479556021158591,0.479556021158591,0.429962729796489,0.429962729796489,0.429962729796489,0.542081447963801,0.542081447963801,0.542081447963801,0.119589797331206,0.0875739690638005,0.111097947327141,-0.00842323184932396,-0.00337185891773149,0.00453720900218397
"37",0,1750,0.465068822614684,0.465724965085698,0.465724965085698,0.416139759318006,0.416139759318006,0.416139759318006,0.52703701173765,0.528725323425962,0.528725323425962,0.134985278890745,0.0963164772780678,0.118684023724736,0.00421718003192012,-0.00503329517151234,0.0133419796074909
"38",0,1750,0.45209255361124,0.45209255361124,0.45209255361124,0.423794441270382,0.423794441270382,0.423794441270382,0.484440175914545,0.484440175914545,0.484440175914545,0.157032807881741,0.108123181873573,0.130458603611895,-0.0177461462941317,-0.00608184671247211,0.00684386116625655
"39",0,1750,0.479556021158591,0.479556021158591,0.479556021158591,0.429962729796489,0.429962729796489,0.429962729796489,0.542081447963801,0.542081447963801,0.542081447963801,0.119672175485741,0.087170893973707,0.111185595825831,-0.00705963972372206,-0.00347316387248025,0.00437245161853317
"40",0,1750,0.476121158236648,0.476121158236648,0.476121158236648,0.427745592750977,0.427745592750977,0.427745592750977,0.536833994291256,0.536833994291256,0.536833994291256,0.13127616335863,0.0911557439271757,0.115026329723217,0.00660861821376554,0.00814253759920507,0.0104808317737596
"41",0,2000,0.50388481374969,0.50388481374969,0.50388481374969,0.427584515587612,0.427584515587612,0.427584515587612,0.613330554894022,0.613330554894022,0.613330554894022,0.12699335365944,0.0816037239852763,0.110394163199372,0.0300074635068316,0.0341277075274096,0.0485992574028931
"42",0,2000,0.454991276181543,0.454991276181543,0.454991276181543,0.424765339114892,0.424765339114892,0.424765339114892,0.489848473227877,0.489848473227877,0.489848473227877,0.154179529656426,0.108989626169355,0.130017834058286,-0.0136697708305406,-0.0124602273827659,0.008508192941478
"43",0,2000,0.480987585765982,0.480987585765982,0.480987585765982,0.429331592494359,0.429331592494359,0.429331592494359,0.546773915476439,0.546773915476439,0.546773915476439,0.12084976718873,0.0853991174814443,0.108794593720548,-0.00418308119086462,-0.00236176458628807,0.00668303893229886
"44",0,2000,0.478372319237225,0.478372319237225,0.475734483499466,0.425892668619022,0.425892668619022,0.423477209681824,0.545603002070393,0.545603002070393,0.542704451345756,0.120297669206016,0.0870671283602203,0.106909576243691,-0.00247389207948182,-0.00927924115936112,0.000594717569498791
"45",0,2000,0.50388481374969,0.50388481374969,0.50388481374969,0.427584515587612,0.427584515587612,0.427584515587612,0.613330554894022,0.613330554894022,0.613330554894022,0.12699335365944,0.0813709680494637,0.110281644427515,0.0300074635068316,0.0339374007489941,0.0485805535811245
